,Fp1,F3,C3,P3,F7,T3,T5,O1,Fz,Cz,Pz,Fp2,F4,C4,P4,F8,T4,T6,O2,EKG
29,1.09,-32.64,24.86,11.19,-7.48,-24.13,-7.73,-10.22,18.54,-1.74,-23.11,93.0,20.59,15.04,20.98,31.16,43.03,74.67,32.52,257.23
30,2.46,-41.05,11.82,-4.05,-18.71,-21.64,-25.15,-18.48,16.79,-8.31,-29.48,93.45,21.05,14.14,24.03,36.1,47.15,68.5,27.4,180.58
31,-6.46,-39.9,17.42,-6.15,-31.92,-36.53,-30.89,-19.63,14.54,-11.39,-33.49,90.47,19.87,8.44,21.82,28.33,40.78,62.56,22.96,189.45
32,-6.28,-19.58,33.34,10.99,-26.08,-12.66,-16.84,-14.08,21.76,2.74,-18.8,99.16,26.44,19.66,25.86,35.27,46.67,69.9,32.9,228.29
33,-9.76,-44.07,7.06,-8.48,-23.55,-27.34,-36.17,-26.4,8.33,-11.5,-32.72,77.05,11.36,6.36,13.21,21.38,33.34,55.63,18.74,210.32
34,6.59,-6.07,47.56,22.97,-26.77,-27.54,-2.67,1.02,33.19,6.82,-14.77,98.19,33.89,22.96,33.36,39.76,53.93,71.02,33.56,180.28
35,4.8,-16.62,34.65,17.18,3.92,-3.31,-12.13,-3.62,30.17,7.35,-14.13,106.49,37.17,29.23,36.33,49.64,61.87,80.87,39.76,246.35
36,22.32,-9.08,51.51,32.67,12.15,11.42,-2.59,6.02,40.37,20.77,-0.72,113.78,45.21,40.09,46.35,63.38,72.82,92.48,52.02,250.91
37,-6.12,-35.6,26.17,5.1,-21.39,-6.23,-18.12,-13.94,15.54,-11.82,-33.18,87.75,19.97,8.52,22.13,31.83,46.4,59.3,19.71,170.37
38,-11.92,-37.67,15.96,-5.21,-25.41,14.17,-37.23,-21.71,10.18,-13.78,-34.02,89.35,15.34,9.87,23.11,35.29,47.44,63.83,22.7,246.84
39,-13.93,-42.23,13.05,5.59,-23.19,-21.88,-12.55,-14.46,3.86,-12.07,-29.68,81.72,10.65,11.4,18.04,30.86,42.13,64.25,24.68,328.6
40,-2.16,-34.99,24.11,4.35,-3.59,1.22,-22.0,-17.15,11.17,-12.61,-31.77,80.47,15.86,7.06,20.94,29.06,41.37,58.5,19.53,229.36
41,2.55,-28.64,23.87,-1.73,-20.72,-11.66,-35.05,-20.07,17.93,-7.83,-26.35,95.89,26.1,17.25,31.46,41.15,53.46,65.7,24.86,242.31
42,-6.0,-41.56,17.15,2.32,-30.75,-13.72,-13.24,-16.08,12.14,-6.31,-24.14,92.8,21.3,19.66,27.27,40.01,54.14,68.49,28.0,317.85
43,-7.5,-29.73,33.56,13.86,-28.35,-33.91,-9.66,-15.73,12.52,-6.45,-24.81,90.59,19.2,15.46,23.14,38.29,52.65,62.57,23.73,258.09
44,-11.88,-29.47,30.51,4.66,-19.9,-33.82,-24.96,-23.91,11.42,-13.54,-34.16,85.8,18.68,7.6,18.0,32.97,49.53,52.02,12.59,236.99
45,-2.18,-26.3,29.08,11.35,-12.94,-13.57,-16.59,-13.65,15.77,-3.86,-23.42,90.3,25.35,17.14,24.39,43.6,57.0,65.14,25.58,305.2
46,-6.94,-40.58,21.95,6.4,-22.91,-35.85,-18.21,-17.52,10.78,-5.39,-25.67,96.34,19.0,16.21,18.68,42.01,53.39,63.25,23.1,289.66
47,-9.88,-36.86,25.43,3.29,-16.15,-16.02,-21.3,-19.77,9.5,-14.11,-35.65,79.84,14.25,3.88,13.04,28.96,42.27,52.64,11.97,205.36
48,-7.46,-37.51,16.79,-0.36,-18.95,-1.24,-31.72,-19.49,11.33,-9.55,-30.43,83.59,23.28,13.07,22.44,39.01,53.85,62.99,20.51,265.89
49,-17.9,-49.79,7.26,-1.42,-28.15,-10.37,-23.72,-24.81,-3.15,-16.74,-36.28,74.53,7.31,5.44,11.68,28.61,48.96,57.71,14.57,275.13
50,3.2,-18.14,44.62,16.13,-12.17,-30.34,-13.18,-7.33,23.46,0.13,-21.09,93.58,28.26,19.96,28.97,47.85,63.92,66.92,26.06,126.08
51,14.42,-9.11,58.0,28.3,-8.19,-9.82,-3.65,3.43,38.16,11.46,-9.45,110.17,44.05,34.86,46.91,62.68,85.69,80.57,38.98,69.65
52,14.46,-12.07,43.97,20.21,8.82,-2.2,-9.99,-1.76,30.57,10.57,-10.0,108.82,38.88,36.61,42.62,64.91,83.83,83.98,42.54,80.14
53,-1.47,-38.17,21.85,6.96,-38.12,-7.51,-20.21,-9.08,18.13,-2.16,-21.47,100.52,30.63,24.43,33.96,56.47,74.1,73.13,32.33,33.66
54,-1.36,-21.12,19.79,-0.85,-12.32,-6.41,-25.34,-14.31,14.19,-16.32,-35.07,84.08,22.04,5.96,21.26,38.1,58.61,57.2,17.53,153.81
55,-14.72,-31.59,19.73,-2.15,-32.99,10.55,-27.19,-16.79,1.43,-23.1,-39.89,72.31,11.4,-3.14,9.71,28.68,50.73,52.45,13.76,367.43
56,-21.77,-55.73,2.61,-5.58,-23.71,-28.86,-26.12,-25.2,-10.06,-29.63,-46.95,64.31,-0.51,-8.72,-0.66,23.69,42.27,39.82,2.69,314.82
57,-1.02,-30.95,19.15,4.0,-0.18,-26.46,-12.91,-11.73,5.9,-20.95,-38.97,78.75,9.32,-6.79,6.11,29.13,44.88,42.58,7.35,241.38
58,1.53,-32.18,19.95,13.09,-12.61,-18.97,-10.84,2.05,21.44,-2.63,-19.05,105.52,32.85,18.14,31.34,61.77,81.9,74.88,32.66,267.54
59,-7.42,-39.76,28.23,10.99,-14.18,8.77,-25.96,-12.42,12.0,-7.06,-25.09,93.91,18.55,10.62,17.34,56.91,71.35,69.02,26.09,298.54
60,-11.44,-22.11,44.92,15.71,-37.07,-17.57,-12.16,-8.89,15.66,-10.07,-29.48,89.05,17.19,0.34,10.46,47.28,63.43,56.1,16.21,238.29
61,2.75,-23.64,38.35,16.38,-17.14,-17.53,-8.91,0.38,21.78,-4.89,-23.28,102.41,28.38,8.96,22.0,59.42,75.66,63.63,22.86,268.68
62,-1.37,-28.47,23.41,14.68,-5.61,-5.74,-2.11,-2.12,12.36,-6.0,-24.0,93.41,20.3,10.72,15.3,61.29,74.21,61.74,22.99,308.06
63,-5.55,-30.55,17.41,0.92,-4.77,-16.5,-22.44,-13.09,6.61,-15.71,-33.45,82.61,14.5,1.53,6.97,53.06,69.3,54.0,12.88,251.33
64,7.29,-38.44,23.02,3.77,-12.79,-12.81,-16.75,-5.06,13.58,-13.6,-31.49,85.56,24.85,1.05,13.15,51.29,72.25,57.69,17.05,231.68
65,-1.65,-36.7,15.15,1.29,-9.03,1.7,-20.64,-8.27,9.13,-12.58,-31.25,90.53,21.93,7.27,12.94,55.51,77.05,63.38,19.77,313.28
66,-29.86,-68.83,-9.56,-15.71,-51.09,-31.29,-32.34,-28.53,-18.18,-36.92,-55.59,67.52,-10.09,-18.71,-12.98,23.49,47.28,35.8,-5.09,299.45
67,-13.47,-31.75,27.75,-1.74,-23.78,4.62,-24.55,-17.96,3.43,-25.02,-45.95,71.0,4.09,-12.56,0.73,28.15,55.55,42.72,3.09,240.09
68,3.73,-23.45,29.25,11.16,4.33,-7.05,-9.07,-1.44,20.5,-4.96,-25.9,89.8,28.41,14.09,25.22,55.32,86.54,69.59,26.65,278.48
69,-5.32,-34.82,19.35,2.06,7.04,-21.4,-22.73,-17.11,5.81,-14.19,-34.87,74.85,12.02,2.69,9.32,38.56,71.22,58.58,14.65,320.39
70,-23.0,-36.3,22.26,-4.06,-53.37,-15.54,-26.43,-25.26,-2.24,-27.27,-49.34,58.79,-2.81,-14.85,-6.63,10.27,48.83,35.65,-4.72,250.87
71,-16.55,-29.87,9.7,-14.01,-20.18,9.24,-36.07,-28.68,-1.71,-29.03,-52.13,51.48,1.62,-15.17,-3.57,3.78,45.67,33.68,-6.82,260.3
72,-0.8,-22.2,27.32,10.14,6.92,-13.05,-9.51,-11.52,15.77,-2.22,-25.78,79.74,23.01,12.69,16.96,31.47,69.8,56.62,16.51,315.88
73,-15.25,-38.04,27.32,8.53,-21.78,-33.64,-11.06,-15.79,6.19,-12.93,-35.26,66.16,13.71,0.6,4.42,18.33,53.32,41.74,4.31,248.77
74,14.85,-18.13,42.87,17.32,-3.22,-16.32,-7.15,1.16,30.35,2.71,-20.88,93.49,40.94,19.39,28.16,42.17,80.13,61.64,22.13,208.04
75,2.2,-16.8,32.31,12.33,-9.61,-9.75,-6.08,-4.25,18.22,-4.65,-26.12,86.21,26.54,14.22,17.65,36.18,74.12,59.83,18.56,308.99
76,5.38,-30.62,21.28,6.82,12.49,1.22,-16.76,-10.33,10.66,-8.86,-29.48,84.97,24.25,11.73,14.76,34.28,69.1,58.02,17.3,330.21
77,19.43,-20.15,42.1,13.47,1.91,-5.63,-12.59,-1.98,23.82,-4.43,-25.47,84.64,34.24,14.63,23.73,32.71,70.8,59.33,18.44,226.54
78,-2.9,-16.87,35.22,9.89,-17.88,-5.05,-14.33,-7.12,13.81,-11.57,-31.56,71.94,22.36,4.66,13.3,22.95,59.69,52.39,12.67,258.72
79,-23.25,-50.77,7.74,-4.74,-33.69,-25.39,-23.44,-23.71,-12.42,-30.36,-50.37,54.62,-6.15,-15.93,-11.89,-0.4,33.56,32.95,-5.85,317.25
80,-31.61,-46.07,2.01,-20.24,-38.91,-10.99,-45.12,-36.18,-17.62,-40.88,-61.56,46.13,-15.41,-28.26,-21.78,-17.98,17.8,14.98,-21.41,232.16
81,-23.17,-48.53,4.84,-5.38,-43.17,-16.92,-25.87,-17.4,-2.33,-26.1,-44.27,62.4,5.72,-10.93,-2.01,1.7,38.67,36.02,-1.76,265.15
82,-10.42,-34.17,15.11,2.64,-15.24,-8.81,-33.71,-17.67,2.82,-14.85,-33.03,64.56,11.87,0.4,2.51,14.75,52.36,47.33,9.72,331.08
83,-11.24,-35.22,19.33,5.8,6.12,-4.53,-22.22,-11.6,2.0,-15.71,-30.67,67.21,12.27,0.05,4.24,13.0,50.07,45.07,9.43,247.38
84,-1.09,-26.58,45.23,19.31,-18.67,-28.81,-2.01,0.53,9.56,-15.25,-29.81,70.64,15.34,-3.18,6.7,11.15,45.23,41.68,7.89,205.82
85,-20.49,-43.07,18.35,4.3,-24.14,-21.86,-22.83,-14.98,-10.13,-27.53,-41.45,51.64,-1.19,-12.17,-8.01,1.53,35.44,31.56,-0.71,289.19
86,-11.71,-35.63,29.47,16.68,-0.84,-25.82,-5.69,-5.15,-2.33,-18.7,-32.43,59.91,3.2,-3.86,-4.67,8.16,43.07,37.16,6.22,273.94
87,0.39,-30.87,34.32,18.36,1.98,-18.53,-5.26,2.25,9.24,-14.36,-29.35,70.08,14.48,-0.51,5.45,13.38,45.2,41.09,9.17,213.7
88,3.47,-10.42,45.97,25.49,3.27,-4.23,0.75,5.73,14.94,-6.74,-23.7,73.39,20.37,7.09,11.87,22.26,52.65,48.02,16.14,260.31
89,-5.5,-44.1,12.7,7.55,21.1,6.8,-17.68,-8.45,-4.14,-18.11,-32.25,65.79,8.7,1.56,1.14,17.91,48.58,46.82,13.65,321.62
90,10.7,-19.17,36.73,12.41,-2.49,15.5,-20.91,-2.01,11.48,-10.9,-25.89,80.01,24.75,8.95,13.62,27.39,58.04,54.56,19.75,198.03
91,1.98,-17.56,44.86,19.98,-11.14,-0.3,-0.88,6.01,9.31,-13.6,-28.66,71.42,20.64,2.42,10.67,24.53,50.6,51.38,17.58,217.02
92,-24.55,-58.67,1.07,-6.4,-23.22,14.49,-29.87,-13.46,-15.57,-32.46,-45.62,59.62,2.39,-8.28,-7.93,12.65,38.03,42.62,7.66,279.05
93,-27.91,-45.49,19.73,3.13,-30.94,-21.02,-14.94,-10.42,-13.64,-34.54,-47.06,58.3,-0.38,-15.43,-12.88,7.34,31.55,35.39,0.98,210.47
94,-8.72,-38.89,0.5,-5.62,-19.12,-39.52,-13.81,-8.27,-8.8,-36.85,-50.71,65.21,4.62,-17.69,-11.43,9.57,29.83,32.58,-1.31,208.53
95,-5.92,-35.66,-0.42,-6.72,10.62,-17.41,-29.01,-10.43,-8.09,-29.74,-44.05,68.42,8.39,-9.8,-5.05,13.7,38.63,41.76,7.47,255.19
96,-3.06,-17.96,56.41,34.12,0.14,-18.72,10.32,9.79,8.01,-10.23,-24.7,71.95,18.28,0.86,1.93,26.05,46.99,51.1,18.66,232.88
97,8.59,-11.14,49.68,27.26,-5.09,-12.39,0.47,12.87,18.68,-9.06,-24.56,87.4,32.51,1.95,8.59,34.96,51.39,55.0,20.35,170.22
98,13.02,-8.6,51.99,29.08,2.12,13.13,5.57,18.28,16.09,-10.29,-23.0,85.87,26.84,-0.29,6.32,32.13,52.46,61.12,24.98,192.88
99,-11.74,-27.79,36.63,18.8,-11.07,-19.92,-1.79,1.52,-5.08,-24.18,-36.69,63.09,4.21,-15.62,-15.33,15.98,34.42,43.59,9.1,241.33
100,-7.03,-33.63,23.65,9.8,1.92,-7.76,-9.28,-1.0,-6.08,-30.64,-43.91,63.19,2.55,-24.93,-19.41,8.42,21.94,31.58,-1.74,154.23
101,-10.6,-34.29,23.87,3.82,-9.19,-13.27,-22.37,-5.07,-6.17,-32.16,-45.7,62.72,2.66,-25.26,-18.75,5.97,21.11,30.85,-2.85,108.25
102,-9.18,-25.78,33.91,9.27,2.9,2.47,-16.15,-4.08,-6.14,-25.98,-39.06,54.37,-1.79,-21.05,-20.29,4.24,21.8,38.69,3.76,241.16
103,-2.73,-35.14,23.02,13.95,-13.57,-10.88,-5.98,1.66,-6.1,-24.26,-36.73,53.74,2.76,-20.01,-18.13,6.14,21.94,38.05,4.99,179.45
104,4.61,-25.5,29.31,14.64,3.08,-0.04,-15.56,4.47,5.55,-16.42,-29.69,72.33,17.28,-9.94,-6.0,16.68,34.0,46.55,12.17,134.32
105,-4.54,-23.21,22.82,13.79,12.23,0.7,-4.99,6.45,-2.08,-20.29,-31.76,71.46,9.18,-14.85,-14.18,11.11,24.1,46.06,12.23,247.45
106,-6.39,-27.35,29.31,17.65,4.93,-7.26,-11.03,2.54,0.61,-16.13,-29.42,70.11,10.8,-9.56,-13.94,17.09,26.69,46.39,11.81,232.48
107,-21.07,-50.84,22.07,9.02,0.68,-22.82,-17.19,-1.84,-11.11,-28.96,-40.57,52.38,2.06,-25.09,-23.45,0.63,13.05,33.25,-0.2,166.4
108,-2.2,-28.21,29.61,17.16,-9.55,-1.45,-4.1,6.64,-1.01,-19.95,-31.48,69.93,10.22,-13.91,-14.73,7.85,21.0,41.07,8.43,184.14
109,-2.92,-32.93,19.85,18.02,9.64,-2.47,-5.79,3.64,-1.91,-16.22,-27.41,64.66,9.36,-10.92,-17.07,14.85,23.53,44.33,13.12,249.83
110,-3.76,-32.39,23.18,18.69,-6.6,-11.89,-8.1,5.34,-3.65,-20.37,-31.01,65.66,7.02,-18.61,-19.66,4.9,15.19,33.21,5.49,194.31
111,5.07,-11.54,59.61,33.07,3.82,-8.82,7.42,14.41,4.26,-15.47,-26.7,67.27,11.56,-21.24,-20.79,5.02,12.12,32.18,6.09,196.25
112,-3.75,-33.42,29.47,23.86,16.21,-7.78,4.53,11.09,-7.35,-17.95,-26.34,58.4,5.81,-18.05,-21.7,5.82,17.02,41.48,12.39,265.22
113,-6.72,-35.45,18.23,8.97,-3.51,-4.31,-12.32,-2.83,-16.74,-31.15,-40.31,48.98,-7.96,-30.23,-32.0,-6.72,4.56,27.45,-1.4,217.13
114,-6.09,-30.58,28.32,3.65,-11.04,6.44,-19.8,-4.66,-14.38,-36.53,-46.27,46.43,-7.32,-36.61,-31.34,-9.09,5.34,24.81,-5.38,161.45
115,-13.22,-31.47,29.06,14.83,0.69,2.85,-5.91,3.18,-15.66,-32.4,-39.55,54.26,-7.3,-29.57,-30.03,-3.62,9.47,33.92,3.34,279.92
116,-6.54,-27.94,16.08,6.48,23.73,9.29,-13.41,-4.51,-19.03,-35.53,-44.3,50.98,-11.48,-32.49,-36.38,-7.99,0.96,25.22,-2.74,256.7
117,5.05,-19.0,38.62,20.67,14.65,-11.21,2.28,10.69,-2.51,-23.13,-33.09,61.24,3.61,-22.92,-21.03,-0.18,12.53,32.54,6.68,167.79
118,8.55,-14.25,46.63,30.4,4.84,-8.73,14.95,19.36,0.46,-16.53,-26.85,63.2,7.93,-16.11,-17.24,6.13,17.19,40.97,14.85,252.54
119,-10.47,-28.89,41.35,30.05,-9.3,-4.66,12.67,14.58,-8.84,-19.24,-27.45,57.98,-1.27,-17.31,-23.31,1.47,10.72,41.53,14.34,257.34
120,-20.6,-56.06,2.16,-3.11,7.64,-14.53,-16.87,-7.61,-30.61,-45.54,-52.45,38.33,-23.29,-40.95,-45.38,-18.74,-8.8,18.54,-9.02,211.28
121,-13.17,-37.88,24.51,10.34,4.39,25.16,-7.9,3.45,-22.18,-37.55,-44.87,48.05,-16.11,-37.44,-38.48,-13.6,-3.41,25.61,-2.08,224.8
122,-22.9,-49.99,12.98,3.23,-4.76,-8.07,-20.13,-5.44,-33.42,-43.22,-50.14,36.04,-24.27,-39.92,-47.8,-13.55,-4.97,23.9,-4.95,275.9
123,-13.14,-43.94,25.94,17.55,13.75,-12.97,-2.27,6.36,-22.81,-32.86,-39.19,46.19,-18.04,-34.45,-39.42,-6.46,1.67,29.46,2.69,222.21
124,-7.83,-31.15,38.47,21.29,-19.66,-5.43,5.3,11.25,-17.58,-35.33,-41.12,47.02,-19.14,-42.43,-38.22,-15.28,-8.02,23.49,-1.74,171.81
125,-26.0,-52.28,5.52,2.76,-11.95,-5.74,-12.89,-6.88,-37.96,-48.5,-54.24,28.18,-31.8,-50.45,-53.68,-25.02,-18.23,12.84,-12.89,256.0
126,-19.11,-36.32,16.01,2.45,20.4,8.2,-18.3,-9.66,-36.05,-46.18,-51.38,25.97,-37.19,-51.22,-55.85,-30.56,-24.21,14.15,-11.76,254.01
127,-13.62,-33.62,15.23,-1.07,-18.54,5.56,-22.19,-11.58,-33.7,-50.53,-56.55,34.26,-35.48,-58.5,-56.83,-35.06,-30.87,7.77,-17.47,151.73
128,-19.71,-55.65,-5.77,-7.72,3.94,-1.62,-23.22,-11.72,-40.62,-53.64,-56.58,33.57,-37.51,-56.99,-56.87,-34.83,-31.26,9.76,-14.62,234.96
129,-45.05,-67.66,1.7,-5.73,-19.89,-26.96,-21.39,-20.62,-58.31,-66.31,-66.99,5.81,-59.22,-72.87,-74.91,-53.9,-49.7,-7.5,-28.25,283.99
130,-20.42,-42.97,16.39,6.7,-7.2,-29.28,-10.77,-5.25,-37.19,-51.71,-53.07,26.36,-40.63,-59.57,-58.45,-39.39,-37.73,5.02,-14.92,194.64
131,-21.41,-51.07,23.2,13.36,-4.91,-16.23,-0.73,5.28,-34.07,-47.84,-48.54,32.65,-35.13,-57.24,-53.53,-35.53,-36.53,8.66,-9.26,197.81
132,-17.72,-47.22,20.98,14.51,16.39,9.45,-2.33,2.01,-35.93,-46.56,-46.23,25.76,-39.55,-57.66,-58.65,-37.66,-39.68,8.11,-8.96,280.77
133,-18.8,-52.12,5.75,2.94,9.61,-20.39,-17.8,-5.89,-41.65,-51.2,-52.05,15.53,-46.88,-63.12,-66.61,-46.14,-47.84,1.21,-16.31,226.78
134,-5.97,-24.38,31.28,22.28,15.59,1.25,7.57,12.71,-24.52,-38.31,-39.55,27.67,-35.35,-56.75,-55.37,-41.32,-43.39,5.4,-7.91,149.83
135,-22.53,-42.69,24.83,18.68,-17.95,5.11,-1.7,6.74,-32.34,-38.92,-40.1,29.62,-36.98,-55.87,-61.01,-44.04,-46.4,3.5,-8.75,205.77
136,-40.19,-67.87,3.61,0.09,-19.15,-12.99,-22.55,-9.49,-51.15,-53.79,-54.27,-0.73,-58.61,-71.48,-77.15,-62.12,-62.3,-5.78,-20.4,237.48
137,-14.44,-44.96,31.94,21.43,0.53,-1.48,1.52,11.56,-27.38,-37.17,-39.49,19.56,-38.72,-56.91,-58.08,-50.35,-46.82,7.83,-7.48,186.59
138,-24.21,-46.6,16.65,13.5,6.21,-3.93,-4.75,6.85,-28.69,-37.78,-40.32,25.78,-33.29,-52.44,-55.58,-45.86,-40.09,11.56,-5.4,245.91
139,-20.76,-45.85,25.09,15.56,-1.83,12.32,-11.89,3.82,-32.07,-36.67,-38.73,20.94,-39.69,-50.46,-58.98,-44.08,-41.77,13.09,-1.87,273.12
140,-17.01,-42.51,12.6,6.99,44.41,-15.1,-10.94,-0.99,-36.52,-49.68,-51.13,19.53,-48.02,-64.06,-68.5,-55.78,-53.13,-2.33,-17.63,191.89
141,-37.51,-69.76,-7.65,-11.11,-5.42,-10.4,-17.6,-15.06,-58.15,-71.28,-70.1,-2.25,-66.42,-86.27,-86.37,-78.92,-74.99,-22.83,-37.46,210.6
142,-34.19,-48.23,32.56,13.22,-24.81,-6.9,-3.9,-4.11,-47.67,-56.58,-55.71,-2.37,-62.6,-75.76,-79.78,-71.83,-68.33,-11.07,-24.56,307.65
143,-30.59,-47.47,18.19,5.93,13.32,-11.34,-8.79,-10.48,-49.74,-60.11,-60.0,-0.22,-65.19,-80.06,-80.97,-74.85,-68.04,-11.39,-28.91,267.66
144,-20.26,-38.88,28.8,11.64,-1.61,-15.69,-2.34,-0.08,-39.05,-53.81,-54.29,6.61,-53.61,-73.06,-67.4,-65.32,-56.53,-0.61,-19.87,236.19
145,-26.19,-42.17,24.15,10.97,0.93,-4.32,-4.05,-5.13,-44.36,-53.14,-54.51,2.49,-58.85,-72.84,-68.77,-65.67,-59.17,-1.68,-20.47,301.34
146,-32.75,-65.84,-8.33,-9.77,21.53,9.24,-19.83,-19.4,-58.22,-63.44,-65.8,-3.95,-70.38,-79.21,-77.95,-71.69,-66.64,-12.34,-29.47,296.6
147,-30.44,-50.59,0.67,-9.76,-12.45,-3.65,-23.68,-14.83,-51.05,-63.6,-66.24,1.91,-66.46,-81.38,-72.04,-76.82,-70.15,-13.31,-29.54,233.58
148,-15.17,-35.6,42.53,26.58,25.04,0.06,8.53,8.19,-31.65,-40.45,-40.95,19.92,-41.97,-56.4,-49.72,-51.29,-43.43,9.94,-7.11,266.58
149,-40.98,-63.55,5.79,6.37,-11.98,-19.01,-8.59,-7.33,-57.52,-57.53,-55.31,-4.75,-66.81,-69.4,-66.45,-69.49,-57.49,2.63,-16.76,306.2
150,-48.87,-63.64,-3.74,-1.43,-11.35,-1.56,-14.58,-7.18,-57.39,-63.2,-61.39,-5.66,-65.26,-75.34,-65.58,-74.27,-64.48,-3.53,-22.07,217.94
