,Fp1,F3,C3,P3,F7,T3,T5,O1,Fz,Cz,Pz,Fp2,F4,C4,P4,F8,T4,T6,O2,EKG
21,-101.57,-88.11,-65.46,-42.04,-84.82,-94.55,-41.0,-34.83,-95.11,-76.21,-45.11,-85.55,-82.88,-82.94,-40.73,-76.66,-59.46,140.62,221.0,3213.02
22,-12.89,16.24,46.85,61.19,30.77,13.47,70.25,45.61,-18.9,19.04,54.25,-5.03,26.59,25.57,61.7,23.45,45.83,-119.79,-186.16,-3670.73
23,-72.14,-47.4,-27.22,0.34,-53.41,-36.97,2.39,-4.89,-8.08,-4.38,8.01,-60.59,-40.91,-50.51,-7.61,-36.91,-26.62,-111.95,-74.06,-1394.31
24,-113.77,-103.15,-84.05,-57.56,-108.36,-103.32,-56.17,-45.39,-81.92,-75.26,-53.0,-99.3,-101.05,-103.15,-56.24,-87.41,-78.52,148.44,272.85,3957.79
25,-24.59,-2.0,28.72,42.81,12.53,-10.15,56.02,34.36,-42.67,-3.31,33.69,-16.97,8.53,10.04,46.68,12.68,28.76,-2.75,-45.66,-1761.32
26,-44.16,-14.12,9.33,33.85,-12.7,-7.47,42.74,21.06,3.21,19.08,35.46,-36.7,-3.6,-14.69,22.18,-4.96,6.43,-171.54,-200.17,-3562.27
27,-131.7,-116.92,-101.74,-70.98,-126.63,-115.53,-77.92,-60.15,-73.81,-74.42,-62.02,-113.02,-112.79,-122.48,-78.75,-108.95,-99.99,82.34,206.29,3305.44
28,-60.71,-41.98,-15.51,0.23,-34.08,-52.63,2.87,0.33,-72.41,-38.29,-5.47,-47.19,-32.57,-32.03,3.35,-29.71,-14.94,99.99,104.35,828.86
29,-14.16,16.58,44.33,60.46,25.37,17.03,65.64,43.95,5.64,34.2,58.03,-10.08,30.93,21.32,52.57,21.7,38.45,-152.28,-241.32,-4561.0
30,-101.33,-83.36,-69.49,-38.0,-94.16,-77.66,-45.61,-35.58,-31.77,-37.12,-28.69,-87.29,-76.08,-90.73,-52.33,-77.36,-71.49,1.55,80.73,1256.5
31,-94.2,-81.64,-62.01,-39.33,-79.94,-92.11,-43.99,-29.9,-85.66,-65.5,-38.8,-78.53,-70.15,-74.74,-37.57,-66.2,-56.71,134.85,225.62,3034.62
32,-2.94,24.65,51.02,65.26,36.83,18.79,70.03,51.39,-6.63,31.16,60.1,4.32,42.03,35.45,64.44,34.75,50.5,-116.61,-179.13,-3868.19
33,-79.0,-52.37,-36.89,-7.25,-58.88,-47.04,-11.43,-12.51,-9.17,-6.91,0.51,-67.3,-39.38,-55.12,-20.72,-44.28,-34.18,-123.25,-85.4,-1417.66
34,-122.35,-109.63,-95.4,-66.09,-116.58,-115.98,-76.68,-55.58,-84.67,-79.59,-62.46,-107.23,-100.71,-108.08,-70.25,-97.63,-90.03,144.83,257.17,4003.62
35,-26.98,-1.89,23.9,39.01,9.31,-10.75,42.27,28.71,-38.84,-1.05,30.62,-14.43,13.82,9.62,39.02,11.09,23.53,-8.92,-57.48,-1791.99
36,-37.43,-6.31,10.13,33.12,-6.23,-5.55,37.25,18.63,14.12,25.95,37.94,-25.41,7.55,-7.03,22.77,1.28,14.31,-167.74,-204.06,-3616.65
37,-120.88,-107.01,-98.07,-67.46,-119.86,-109.44,-73.68,-59.26,-58.88,-65.75,-56.93,-106.56,-99.03,-111.31,-74.06,-97.86,-88.56,86.97,199.13,3344.8
38,-51.49,-32.06,-9.13,6.41,-23.73,-45.16,3.82,2.97,-58.08,-27.54,2.74,-41.15,-17.02,-21.84,11.62,-20.61,-6.56,87.9,99.93,925.26
39,-2.01,30.51,53.42,70.16,37.5,30.86,66.33,48.45,21.99,49.89,69.42,5.93,47.1,35.94,63.69,36.76,53.45,-165.01,-234.88,-4439.35
40,-93.46,-74.02,-63.42,-31.68,-84.85,-70.57,-43.59,-34.96,-22.17,-26.04,-20.27,-79.7,-65.64,-77.93,-43.82,-66.22,-56.77,-2.18,78.55,1283.8
41,-84.03,-67.95,-48.88,-28.56,-66.06,-75.57,-37.06,-27.44,-73.98,-53.78,-27.49,-80.38,-60.0,-60.49,-27.39,-58.26,-42.9,159.61,224.5,3140.3
42,-6.58,28.29,56.0,68.46,41.26,26.3,65.06,45.3,-5.11,34.84,64.07,-4.67,43.78,39.42,66.05,33.24,54.79,-91.45,-187.71,-3736.81
43,-65.63,-35.54,-20.23,6.48,-41.83,-26.51,-3.47,-8.89,4.15,8.46,15.94,-55.47,-27.38,-38.05,-6.75,-33.0,-17.36,-91.32,-79.57,-1312.62
44,-110.9,-94.76,-78.45,-53.33,-99.85,-96.13,-66.01,-52.6,-74.34,-66.44,-49.24,-98.73,-90.58,-93.71,-58.0,-86.95,-71.35,148.69,261.25,4073.74
45,-14.24,13.34,41.02,52.61,28.13,6.49,48.0,33.05,-28.28,13.75,45.7,-9.73,24.26,25.17,53.7,21.75,45.17,5.54,-48.13,-1670.35
46,-28.89,3.24,23.27,43.04,5.1,9.9,42.38,20.72,18.06,35.27,48.55,-26.75,10.36,3.33,32.31,6.14,27.13,-164.3,-195.45,-3487.97
47,-117.46,-100.44,-87.9,-59.23,-109.69,-98.62,-68.55,-59.44,-60.42,-61.0,-49.49,-107.88,-101.8,-105.67,-67.34,-93.14,-77.68,90.62,202.86,3384.79
48,-50.87,-29.04,-4.56,10.41,-18.94,-37.26,2.93,-1.34,-62.2,-28.2,4.99,-44.03,-26.24,-22.5,10.87,-17.64,2.67,96.12,96.67,973.4
49,-3.86,28.05,54.13,67.76,36.99,29.31,63.87,40.06,12.92,44.95,67.03,-2.81,33.59,28.84,57.53,34.18,54.41,-169.27,-240.31,-4407.4
50,-94.85,-76.13,-63.47,-35.94,-87.99,-72.0,-49.31,-42.98,-28.82,-29.7,-24.23,-89.48,-76.16,-86.31,-50.1,-68.43,-55.92,2.37,75.9,1356.69
51,-84.32,-65.45,-45.82,-29.03,-63.85,-74.99,-38.01,-30.97,-76.06,-53.07,-27.9,-69.95,-66.88,-65.94,-31.42,-54.59,-39.01,166.19,222.04,3175.02
52,6.21,38.63,66.27,74.2,51.08,33.11,69.98,49.29,4.11,43.53,70.14,11.32,43.87,40.84,68.2,49.0,69.07,-88.1,-176.05,-3643.39
53,-63.87,-35.16,-19.01,3.7,-43.85,-30.58,-6.9,-10.81,2.63,7.59,13.12,-54.22,-32.95,-45.98,-12.91,-29.64,-13.06,-88.63,-74.07,-1253.01
54,-110.89,-94.42,-79.45,-57.09,-102.79,-101.33,-71.23,-56.06,-74.93,-66.09,-51.15,-99.48,-96.01,-100.83,-64.38,-87.62,-75.06,150.66,256.99,4124.14
55,-11.71,17.0,43.65,50.82,28.26,8.59,49.63,31.35,-23.21,17.57,44.77,-10.74,21.8,19.63,47.57,20.53,38.79,-9.77,-49.8,-1613.93
56,-23.56,10.23,30.31,45.97,8.4,15.93,44.5,22.95,27.68,44.3,51.09,-20.39,14.58,2.58,29.91,9.84,25.72,-162.55,-190.2,-3382.2
57,-113.48,-95.24,-81.84,-58.81,-108.46,-95.19,-70.24,-58.99,-53.22,-52.93,-48.74,-107.81,-97.58,-107.64,-71.5,-94.16,-85.18,80.85,199.07,3456.72
58,-40.38,-18.57,5.33,15.22,-10.69,-29.46,7.03,2.03,-47.94,-13.98,10.6,-35.86,-15.75,-17.44,13.35,-15.86,-0.19,81.54,99.55,1019.56
59,5.13,39.17,63.1,74.36,47.41,36.55,64.43,43.1,30.82,60.05,74.4,5.65,46.5,35.93,62.29,38.13,54.06,-164.65,-232.75,-4309.22
60,-98.73,-75.74,-64.99,-39.15,-88.32,-78.99,-56.27,-48.27,-22.65,-25.99,-26.19,-88.16,-75.21,-89.53,-54.34,-77.68,-70.78,-20.67,70.24,1429.12
61,-90.82,-72.23,-54.35,-36.45,-73.08,-87.19,-48.01,-40.24,-75.79,-55.37,-34.35,-81.06,-69.25,-73.73,-39.55,-70.45,-61.3,128.47,207.66,3203.96
62,-0.3,34.94,60.05,70.02,45.27,26.39,64.03,43.19,5.53,43.45,67.47,2.47,44.56,36.87,64.26,33.86,47.94,-112.09,-183.51,-3671.22
63,-63.82,-32.39,-19.77,4.32,-41.77,-30.47,-14.18,-13.09,10.9,13.05,15.48,-54.87,-28.7,-45.07,-13.47,-37.73,-29.22,-104.21,-76.57,-1179.43
64,-110.34,-91.49,-78.15,-54.77,-100.35,-102.53,-75.0,-54.14,-65.57,-59.87,-48.63,-101.6,-90.29,-98.15,-61.91,-91.24,-85.15,158.38,259.3,4149.68
65,-9.32,19.68,44.93,53.41,30.95,3.49,42.4,33.71,-14.24,23.73,48.52,-10.53,29.74,24.47,52.49,20.11,32.8,2.58,-46.41,-1595.35
66,-21.95,13.18,30.75,48.57,10.5,11.26,33.09,24.37,35.24,50.79,54.81,-19.34,21.64,6.73,35.36,6.7,16.69,-147.41,-187.78,-3377.46
67,-104.12,-82.38,-72.53,-47.61,-96.19,-86.19,-74.86,-49.45,-34.28,-36.4,-35.52,-93.9,-81.01,-92.07,-56.21,-85.68,-83.4,103.53,214.84,3497.9
68,-38.67,-12.74,7.52,17.65,-6.65,-29.45,-0.66,4.7,-38.61,-5.91,16.26,-33.74,-4.94,-7.58,21.97,-15.24,-4.83,80.53,106.01,1022.05
69,-6.67,31.24,53.49,65.12,35.21,22.59,53.26,37.33,25.86,56.33,68.74,-4.44,44.61,36.85,61.46,25.2,39.98,-175.2,-234.52,-4287.05
70,-110.41,-81.34,-70.13,-44.79,-99.81,-84.56,-53.2,-50.91,-25.38,-26.79,-29.61,-101.49,-71.77,-83.95,-52.71,-86.04,-77.36,-28.09,70.41,1549.68
71,-104.09,-78.95,-59.84,-42.86,-86.38,-94.39,-50.12,-42.91,-80.62,-56.5,-38.5,-95.72,-67.87,-69.4,-37.51,-82.06,-65.09,122.08,208.76,3397.49
72,6.86,45.42,69.34,78.59,51.11,31.69,63.76,52.15,16.05,56.93,78.3,10.07,61.84,56.18,77.81,42.49,60.08,-114.67,-173.67,-3386.5
73,-29.28,1.91,11.88,33.83,-6.71,-2.14,4.32,14.93,44.65,49.01,47.42,-21.77,12.73,-3.69,20.45,1.58,2.79,-106.72,-50.52,-934.62
74,-58.07,-42.72,-35.38,-14.63,-47.28,-57.14,-48.68,-18.74,-19.6,-13.23,-4.69,-49.55,-37.51,-45.54,-19.96,-39.35,-41.53,150.51,285.14,4259.13
75,29.0,54.27,74.16,80.15,66.87,33.58,60.4,58.48,17.07,55.63,78.5,30.77,69.71,62.79,79.98,59.77,65.81,-9.27,-29.69,-1589.88
76,-15.6,19.39,33.41,51.06,14.78,13.16,31.03,28.15,39.8,55.22,59.65,-8.47,32.81,16.77,37.61,19.12,25.48,-179.29,-186.28,-3306.77
77,-99.53,-78.68,-71.78,-44.52,-95.04,-89.76,-72.11,-45.26,-33.34,-36.65,-32.71,-85.51,-73.64,-87.07,-56.9,-77.32,-75.38,84.83,210.57,3527.51
78,-30.53,-5.73,11.57,24.17,-2.18,-30.49,3.77,13.97,-32.18,-2.19,22.26,-21.27,2.45,-0.99,23.97,0.58,5.76,105.25,107.29,1046.92
79,0.98,38.37,55.86,70.1,38.8,23.29,53.59,45.84,30.38,58.01,73.16,11.42,51.45,37.99,60.18,40.0,50.97,-157.45,-232.76,-4276.15
80,-92.55,-66.0,-60.81,-31.8,-85.54,-77.08,-58.55,-36.69,-12.61,-18.92,-17.29,-74.52,-61.12,-77.76,-46.49,-63.54,-57.68,-17.04,79.95,1530.8
81,-77.86,-58.61,-45.21,-27.26,-64.97,-82.81,-46.09,-27.84,-62.56,-45.39,-23.4,-64.61,-54.06,-60.05,-28.58,-52.59,-46.19,133.31,215.72,3259.54
82,8.54,43.78,63.89,74.27,47.03,24.77,65.77,51.49,15.76,50.05,73.77,19.28,54.31,45.84,70.03,45.69,57.73,-118.15,-177.43,-3581.57
83,-55.35,-24.47,-15.89,8.68,-39.7,-30.95,-11.54,-4.14,19.86,19.84,20.97,-47.21,-19.64,-37.06,-9.55,-26.48,-19.52,-110.53,-70.43,-1082.73
84,-93.89,-79.16,-70.89,-47.57,-87.42,-93.1,-71.22,-44.59,-55.15,-52.67,-39.95,-79.54,-77.1,-87.75,-56.5,-73.78,-70.65,137.15,261.27,4210.79
85,-6.03,21.67,43.17,49.88,32.77,3.0,47.79,34.16,-14.64,19.41,44.77,5.55,30.14,24.61,45.56,26.26,38.95,-25.03,-54.53,-1557.02
86,-22.05,10.31,25.31,43.16,7.5,8.12,37.47,24.99,31.06,42.93,48.0,-16.59,20.76,4.88,24.72,13.25,26.07,-172.18,-190.57,-3318.32
87,-111.42,-93.74,-86.67,-59.39,-108.76,-101.72,-80.86,-56.49,-47.01,-52.18,-50.52,-96.04,-90.4,-101.65,-76.33,-84.77,-79.98,86.63,201.2,3532.14
88,-39.94,-20.75,0.4,11.85,-14.33,-42.35,-3.76,2.11,-45.3,-16.56,6.77,-26.38,-9.54,-14.54,3.3,-6.59,1.37,82.37,90.82,1009.54
89,-4.84,26.92,48.57,61.51,32.71,17.89,50.61,35.69,25.39,48.82,60.51,5.06,43.13,27.53,41.44,36.97,47.77,-154.29,-246.51,-4259.4
90,-102.56,-81.55,-71.02,-44.59,-93.49,-86.22,-60.6,-50.08,-24.36,-31.38,-34.63,-88.13,-74.51,-92.12,-70.36,-71.81,-70.1,-0.42,61.21,1510.0
91,-81.45,-66.12,-47.03,-31.43,-63.05,-81.53,-46.2,-32.98,-67.32,-50.19,-32.39,-59.7,-57.72,-65.94,-43.18,-51.75,-46.86,138.24,207.52,3229.21
92,9.95,39.3,66.35,75.04,52.93,31.4,64.73,48.03,13.22,48.42,69.07,25.58,54.37,45.0,60.26,51.53,65.56,-110.19,-183.81,-3646.08
93,-50.93,-28.62,-12.97,11.08,-32.57,-24.59,-9.61,-5.94,19.16,18.51,18.5,-43.31,-19.07,-37.38,-14.19,-16.33,-10.37,-106.87,-70.86,-1106.85
94,-101.92,-91.03,-76.96,-54.0,-93.14,-102.45,-80.56,-53.42,-64.69,-61.42,-49.29,-89.55,-86.86,-96.11,-68.93,-75.52,-71.22,135.64,254.08,4185.17
95,-15.49,10.42,36.34,45.26,25.42,-4.39,30.95,26.47,-24.37,11.3,38.6,-5.51,19.36,14.85,34.24,23.29,32.78,-16.19,-57.81,-1571.29
96,-28.19,4.03,24.97,42.44,7.18,6.5,28.29,20.21,26.79,37.81,47.14,-14.24,12.63,-1.52,17.69,13.02,20.88,-161.63,-189.64,-3212.48
97,-106.44,-91.22,-77.83,-51.85,-98.27,-93.66,-73.98,-52.67,-45.36,-50.97,-44.08,-88.45,-89.71,-100.82,-75.16,-80.2,-77.99,85.74,199.49,3487.92
98,-39.27,-20.75,4.73,15.72,-8.37,-33.02,0.16,4.61,-45.9,-17.66,9.07,-24.74,-12.6,-16.35,2.02,-5.24,1.4,86.76,94.29,1062.52
99,2.81,34.38,59.48,70.34,46.43,32.69,54.93,42.27,28.86,53.65,68.14,17.93,47.53,35.63,47.85,47.37,55.82,-167.13,-228.2,-4145.25
100,-87.69,-69.46,-57.14,-33.68,-76.7,-69.5,-50.04,-42.06,-15.66,-22.82,-25.35,-71.64,-61.91,-80.23,-60.89,-56.46,-57.68,-16.69,67.81,1492.04
101,-72.37,-55.63,-35.79,-23.76,-49.34,-63.16,-24.83,-25.97,-57.65,-41.89,-24.23,-50.58,-47.51,-54.56,-37.37,-40.6,-37.78,142.87,208.21,3202.87
102,17.25,47.64,74.49,78.22,65.15,41.72,71.75,52.96,20.93,53.74,73.06,30.72,63.44,53.61,62.1,61.73,71.15,-76.09,-168.74,-3448.83
103,-52.86,-28.29,-11.11,8.3,-30.41,-23.83,-11.83,-9.45,15.65,16.21,16.2,-30.17,-15.32,-33.78,-20.5,-15.1,-14.14,-88.55,-76.13,-1060.26
104,-90.62,-78.53,-61.83,-39.39,-78.86,-86.86,-68.25,-43.52,-53.93,-48.45,-36.33,-65.23,-69.48,-78.21,-58.82,-56.14,-58.23,140.29,250.91,4113.54
105,-2.68,21.39,50.96,59.53,40.18,11.99,45.39,35.53,-11.3,25.76,50.78,14.04,39.01,33.48,44.23,42.71,48.61,-14.92,-48.6,-1510.6
106,-30.05,-0.54,24.17,43.75,6.16,5.6,31.42,17.13,24.6,38.78,45.99,-15.15,18.19,3.02,16.13,14.98,20.44,-157.6,-192.56,-3206.18
107,-108.77,-96.73,-78.85,-50.5,-99.53,-95.22,-72.16,-54.17,-46.68,-50.56,-44.36,-88.57,-84.23,-96.82,-76.43,-75.36,-77.54,86.81,189.01,3432.95
108,-39.29,-27.08,3.64,18.79,-11.06,-33.29,3.2,6.18,-47.87,-16.49,9.94,-24.03,-8.79,-15.03,2.19,-4.97,0.24,99.44,94.89,1058.18
109,-4.84,25.4,57.01,73.75,39.78,27.06,57.02,45.18,24.71,52.15,68.4,8.09,48.4,33.03,46.64,43.67,52.9,-147.22,-220.04,-4090.58
110,-94.16,-75.01,-55.44,-26.52,-80.31,-69.73,-51.98,-35.35,-19.31,-22.7,-19.54,-70.57,-60.45,-79.57,-57.94,-56.2,-55.45,-15.71,76.91,1465.55
111,-77.66,-63.71,-40.01,-20.28,-55.33,-74.56,-42.23,-24.91,-65.92,-45.46,-25.02,-54.1,-49.82,-58.75,-38.17,-40.64,-40.55,131.91,208.71,3200.72
112,1.21,31.18,63.53,74.57,49.99,26.55,60.55,48.23,2.77,40.99,65.63,21.67,51.11,39.7,54.17,51.53,58.23,-89.75,-168.17,-3457.1
113,-70.25,-41.44,-19.38,5.21,-42.59,-32.95,-15.09,-11.4,0.55,4.18,8.56,-45.97,-27.21,-48.19,-29.08,-26.13,-23.97,-67.65,-71.14,-1071.51
114,-116.59,-101.36,-79.66,-55.55,-99.95,-104.84,-77.3,-55.17,-77.88,-69.53,-55.52,-91.13,-88.99,-102.1,-78.84,-80.93,-79.56,148.28,242.11,4081.59
115,-19.76,7.03,40.12,50.2,25.7,-1.49,35.79,30.24,-27.16,12.42,39.82,-0.12,25.92,16.83,34.01,26.9,36.91,-18.2,-52.67,-1531.14
116,-35.55,-4.59,20.96,40.97,1.45,-0.47,25.27,16.62,16.55,32.84,40.42,-20.51,12.47,-7.06,10.81,11.39,15.53,-173.59,-189.71,-3196.06
117,-119.44,-102.97,-85.21,-56.7,-107.53,-104.16,-81.83,-58.39,-58.1,-57.35,-51.55,-94.0,-91.06,-106.49,-81.8,-83.72,-85.21,66.81,193.35,3478.72
118,-56.55,-32.04,-2.72,11.93,-17.91,-41.77,-2.11,0.98,-59.05,-24.8,3.16,-32.88,-15.42,-22.6,-2.53,-14.04,-8.81,65.19,90.1,1021.51
119,-7.32,27.36,57.46,71.42,39.02,28.92,60.89,45.38,20.56,50.03,65.79,10.77,47.36,32.3,47.75,43.91,49.49,-164.32,-223.88,-4089.36
120,-101.95,-79.07,-62.42,-34.63,-83.19,-76.17,-47.26,-38.94,-26.92,-30.64,-29.57,-73.88,-65.85,-85.27,-63.04,-60.91,-63.93,-8.1,73.39,1577.45
121,-90.14,-72.21,-46.69,-29.96,-60.85,-79.88,-34.29,-26.37,-75.57,-55.86,-35.05,-63.16,-56.04,-65.43,-42.26,-48.07,-47.6,128.58,208.49,3233.66
122,-5.76,26.77,58.08,66.04,47.24,25.14,70.37,48.85,-0.85,35.3,58.23,14.0,47.64,36.8,52.88,48.45,55.14,-106.19,-171.27,-3425.78
123,-77.87,-50.47,-30.82,-6.84,-49.09,-42.26,-13.32,-15.27,-7.43,-4.3,-1.79,-53.27,-32.75,-50.96,-31.21,-31.97,-29.76,-98.66,-71.55,-946.17
124,-122.02,-102.71,-82.39,-58.79,-100.89,-103.19,-73.0,-52.85,-79.55,-71.7,-59.36,-87.66,-89.38,-99.08,-75.18,-79.89,-80.28,128.34,247.29,4206.9
125,-31.99,-0.4,33.61,41.46,22.45,-4.22,37.48,29.17,-36.1,4.12,31.41,-7.72,17.46,13.77,30.69,22.11,30.56,-25.04,-50.75,-1437.21
126,-41.79,-5.47,19.63,36.92,2.66,-0.61,21.42,19.72,12.92,31.5,38.02,-15.03,13.67,-4.33,15.54,13.08,18.25,-155.94,-181.39,-3069.58
127,-121.7,-100.56,-82.51,-56.07,-102.25,-98.96,-79.11,-53.52,-58.5,-55.63,-51.41,-88.18,-87.68,-102.98,-77.17,-76.82,-81.05,91.85,196.96,3555.78
128,-62.39,-33.76,-1.77,9.86,-17.45,-39.1,-4.0,3.25,-61.67,-23.69,2.16,-30.29,-17.18,-21.26,-0.56,-8.3,-5.62,63.93,94.1,1108.83
129,-19.61,22.94,54.81,68.36,37.3,27.51,61.73,45.16,15.56,49.54,65.55,10.72,43.86,32.03,49.48,44.91,48.89,-179.71,-218.84,-4029.82
130,-105.08,-76.04,-54.98,-25.57,-78.43,-67.2,-47.2,-31.14,-22.9,-19.67,-17.65,-60.5,-58.9,-74.13,-48.64,-49.69,-53.8,-15.67,83.08,1585.03
131,-90.24,-70.7,-39.93,-19.06,-57.78,-74.53,-46.71,-23.75,-70.9,-43.82,-21.99,-48.77,-48.73,-54.26,-29.4,-35.49,-37.81,144.33,212.84,3239.44
132,-18.42,13.59,56.08,70.89,38.89,19.29,52.99,44.99,-5.85,38.87,63.72,15.29,45.05,38.73,57.15,50.17,53.46,-105.27,-167.72,-3409.14
133,-84.12,-55.0,-21.98,7.03,-47.75,-34.65,-19.59,-11.91,-3.22,9.87,12.55,-44.12,-24.82,-39.94,-19.06,-16.27,-22.75,-114.79,-71.46,-997.35
134,-129.09,-111.58,-76.49,-49.21,-100.73,-102.22,-73.71,-53.37,-78.16,-61.24,-47.87,-83.99,-83.51,-89.53,-66.6,-68.4,-71.75,125.39,242.05,4114.3
135,-39.65,-10.8,37.03,50.19,17.11,-3.75,37.95,26.69,-33.64,15.31,41.72,0.54,25.35,23.39,37.52,31.37,37.67,-24.93,-48.29,-1458.74
136,-53.38,-18.03,24.86,48.34,-3.19,7.24,27.84,19.41,15.69,43.23,49.5,-14.3,17.68,7.55,21.01,20.51,23.51,-172.12,-179.69,-3159.16
137,-134.36,-112.82,-74.49,-43.02,-107.74,-92.39,-73.99,-52.22,-52.7,-41.5,-38.31,-88.3,-82.61,-90.05,-68.43,-69.38,-76.3,88.61,199.05,3498.65
138,-65.87,-40.55,10.67,26.3,-13.79,-28.95,5.04,5.14,-50.8,-6.05,17.02,-26.31,-6.27,-6.09,10.61,0.42,-0.0,86.35,95.63,992.06
139,-34.9,4.39,55.63,73.5,28.79,27.92,56.65,38.08,16.25,56.96,68.52,8.88,42.65,35.76,48.39,42.2,43.53,-181.19,-230.35,-4138.94
140,-132.03,-101.74,-62.23,-31.23,-97.0,-74.57,-57.5,-46.86,-32.23,-22.53,-25.28,-82.52,-71.32,-81.34,-60.87,-63.48,-69.95,-26.1,74.44,1589.37
141,-113.33,-87.04,-40.21,-21.46,-70.35,-72.28,-40.9,-34.26,-76.0,-42.1,-26.39,-64.44,-57.27,-56.42,-37.42,-48.6,-50.1,116.34,201.86,3165.26
142,-35.94,7.03,60.04,69.67,37.97,25.42,61.67,38.25,-5.94,45.83,62.08,6.7,44.18,40.42,53.42,42.49,47.27,-133.77,-186.85,-3559.18
143,-112.28,-68.37,-28.36,-4.2,-59.03,-42.91,-19.11,-25.01,-9.06,6.79,1.61,-60.52,-37.02,-47.28,-29.11,-33.06,-36.13,-124.94,-76.95,-979.59
144,-146.83,-114.68,-75.08,-53.41,-105.16,-101.75,-71.95,-57.79,-76.11,-56.08,-52.16,-89.07,-83.22,-87.95,-65.57,-70.8,-78.69,125.61,246.22,4130.27
145,-54.08,-9.31,43.28,50.12,16.7,1.96,42.47,26.05,-28.47,23.07,39.36,0.65,29.29,28.11,43.67,32.68,33.01,-32.09,-57.31,-1589.95
